algorithm, visitedCount, hallwayLength, pathLength, pathPrice, executionTime
DFS, 30, 48, 58, 200, 755000
DFS, 194, 208, 241, 916, 525200
DFS, 347, 443, 309, 1196, 790700
DFS, 1564, 1792, 1100, 4352, 4275600
DFS, 29, 45, 59, 120, 63700
DFS, 186, 202, 105, 232, 231600
DFS, 374, 448, 297, 701, 986500
DFS, 1542, 1792, 1094, 2787, 3104400
DFS, 123, 246, 136, 512, 168300
